state,id,year,abbr,came,went,net,pop,netperc
Alabama,01,2005,AL,111775,97191,"14,584","4,569,805",0.32
Alabama,01,2006,AL,111775,97191,"14,584","4,628,981",0.32
Alabama,01,2007,AL,138115,113085,"25,030","4,672,840",0.54
Alabama,01,2008,AL,121505,100849,"20,656","4,718,206",0.44
Alabama,01,2009,AL,124658,106681,"17,977","4,757,938",0.38
Alabama,01,2010,AL,108951,99850,"9,101",4729509,0.19
Alabama,01,2011,AL,118295,106841,"11,454",4745278,0.24
Alabama,01,2012,AL,109218,105219,"3,999",4764428,0.08
Alabama,01,2013,AL,104414,97512,"6,902",4781296,0.14
Alabama,01,2014,AL,108239,111705,"-3,466",4791931,-0.07
Alabama,01,2015,AL,"114,927","101,055","13,872","4,801,599",0.29
Alabama,01,2016,AL,"122,555","99,941","22,614","4,810,126",0.47
Alabama,01,2017,AL,"112,279","102,354","9,925","4,819,343",0.21
Alabama,01,2018,AL,"110,258","98,194","12,064","4,832,358",0.25
Alabama,01,2019,AL,"105,118","98,845","6,273","4,849,509",0.13
Alabama,01,2021,AL,"116,175","104,528","11,647","4,989,797",0.23
Alabama,01,2022,AL,"139,574","102,894","36,680","5,022,366",0.73
Alaska,02,2005,AK,31375,53714,"-22,339","666,946",-3.35
Alaska,02,2006,AK,31375,53714,"-22,339","675,302",-3.31
Alaska,02,2007,AK,36583,63013,"-26,430","680,300",-3.89
Alaska,02,2008,AK,40207,85376,"-45,169","687,455",-6.57
Alaska,02,2009,AK,40474,71568,"-31,094","698,895",-4.45
Alaska,02,2010,AK,36345,94848,"-58,503",702974,-8.32
Alaska,02,2011,AK,36128,89228,"-53,100",711962,-7.46
Alaska,02,2012,AK,84125,33440,"50,685",721186,7.03
Alaska,02,2013,AK,34544,99931,"-65,387",725193,-9.02
Alaska,02,2014,AK,37960,92787,"-54,827",725206,-7.56
Alaska,02,2015,AK,"34,730","40,588","-5,858","727,862",-0.80
Alaska,02,2016,AK,"32,148","42,074","-9,926","731,760",-1.36
Alaska,02,2017,AK,"30,199","42,977","-12,778","730,874",-1.75
Alaska,02,2018,AK,"32,443","39,246","-6,803","727,164",-0.94
Alaska,02,2019,AK,"34,068","50,134","-16,066","722,063",-2.23
Alaska,02,2021,AK,"31,583","42,291","-10,708","723,949",-1.48
Alaska,02,2022,AK,"36,692","32,755","3,937","724,196",0.54
Arizona,04,2005,AZ,288960,157544,"131,416","5,839,077",2.25
Arizona,04,2006,AZ,288960,157544,"131,416","6,029,141",2.18
Arizona,04,2007,AZ,262932,189415,"73,517","6,167,681",1.19
Arizona,04,2008,AZ,241480,187722,"53,758","6,280,362",0.86
Arizona,04,2009,AZ,226457,197213,"29,244","6,343,154",0.46
Arizona,04,2010,AZ,223324,177056,"46,268",6332786,0.73
Arizona,04,2011,AZ,223748,212045,"11,703",6402301,0.18
Arizona,04,2012,AZ,206896,234248,"-27,352",6468907,-0.42
Arizona,04,2013,AZ,236522,183270,"53,252",6543362,0.81
Arizona,04,2014,AZ,250409,203810,"46,599",6651964,0.70
Arizona,04,2015,AZ,"254,837","184,612","70,225","6,747,595",1.04
Arizona,04,2016,AZ,"274,719","192,291","82,428","6,851,836",1.20
Arizona,04,2017,AZ,"262,165","163,322","98,843","6,935,358",1.43
Arizona,04,2018,AZ,"275,003","179,781","95,222","7,090,137",1.34
Arizona,04,2019,AZ,"254,265","173,741","80,524","7,200,620",1.12
Arizona,04,2021,AZ,"265,805","176,783","89,022","7,202,745",1.24
Arizona,04,2022,AZ,"283,337","204,970","78,367","7,285,247",1.08
Arkansas,05,2005,AR,96872,66074,"30,798","2,781,097",1.11
Arkansas,05,2006,AR,96872,66074,"30,798","2,821,761",1.09
Arkansas,05,2007,AR,89701,83680,"6,021","2,848,650",0.21
Arkansas,05,2008,AR,88773,77978,"10,795","2,874,554",0.38
Arkansas,05,2009,AR,85857,65829,"20,028","2,896,843",0.69
Arkansas,05,2010,AR,79214,64264,"14,950",2888304,0.52
Arkansas,05,2011,AR,70374,77226,"-6,852",2906632,-0.24
Arkansas,05,2012,AR,65060,76948,"-11,888",2912680,-0.41
Arkansas,05,2013,AR,70629,76963,"-6,334",2923642,-0.22
Arkansas,05,2014,AR,74889,65198,"9,691",2931123,0.33
Arkansas,05,2015,AR,"81,594","76,800","4,794","2,938,341",0.16
Arkansas,05,2016,AR,"71,940","72,142",-202,"2,949,650",-0.01
Arkansas,05,2017,AR,"79,984","69,850","10,134","2,968,395",0.34
Arkansas,05,2018,AR,"74,872","69,724","5,148","2,975,961",0.17
Arkansas,05,2019,AR,"60,025","64,673","-4,648","2,989,054",-0.16
Arkansas,05,2021,AR,"76,108","62,338","13,770","2,990,311",0.46
Arkansas,05,2022,AR,"86,393","74,408","11,985","3,007,872",0.40
California,06,2005,CA,449212,718417,"-269,205","35,827,943",-0.75
California,06,2006,CA,449212,718417,"-269,205","36,021,202",-0.75
California,06,2007,CA,491657,668021,"-176,364","36,250,311",-0.49
California,06,2008,CA,468875,585660,"-116,785","36,604,337",-0.32
California,06,2009,CA,460161,546589,"-86,428","36,961,229",-0.23
California,06,2010,CA,445972,575165,"-129,193",36907897,-0.35
California,06,2011,CA,469772,562550,"-92,778",37222678,-0.25
California,06,2012,CA,567505,495964,"71,541",37572738,0.19
California,06,2013,CA,488656,582392,"-93,736",37873189,-0.25
California,06,2014,CA,518285,593860,"-75,575",38340324,-0.20
California,06,2015,CA,"515,587","643,886","-128,299","38,675,135",-0.33
California,06,2016,CA,"515,860","657,890","-142,030","38,783,436",-0.37
California,06,2017,CA,"524,995","662,593","-137,598","39,085,984",-0.35
California,06,2018,CA,"502,273","691,665","-189,392","39,114,889",-0.48
California,06,2019,CA,"481,984","654,377","-172,393","39,084,048",-0.44
California,06,2021,CA,"434,370","841,370","-407,000","38,833,197",-1.05
California,06,2022,CA,"477,607","818,442","-340,835","38,629,179",-0.88
Colorado,08,2005,CO,169185,152522,"16,663","4,631,888",0.36
Colorado,08,2006,CO,169185,152522,"16,663","4,720,423",0.35
Colorado,08,2007,CO,197883,176007,"21,876","4,803,868",0.46
Colorado,08,2008,CO,196685,165958,"30,727","4,889,730",0.63
Colorado,08,2009,CO,182854,155042,"27,812","4,972,195",0.56
Colorado,08,2010,CO,187240,141008,"46,232",4988190,0.93
Colorado,08,2011,CO,202600,160623,"41,977",5048443,0.83
Colorado,08,2012,CO,161530,206204,"-44,674",5123944,-0.87
Colorado,08,2013,CO,207229,166348,"40,881",5206012,0.79
Colorado,08,2014,CO,219070,173332,"45,738",5293943,0.86
Colorado,08,2015,CO,"227,571","183,005","44,566","5,393,067",0.83
Colorado,08,2016,CO,"224,011","193,219","30,792","5,476,928",0.56
Colorado,08,2017,CO,"227,761","194,296","33,465","5,542,282",0.60
Colorado,08,2018,CO,"240,257","204,182","36,075","5,633,029",0.64
Colorado,08,2019,CO,"241,242","198,890","42,352","5,701,658",0.74
Colorado,08,2021,CO,"250,522","246,177","4,345","5,757,628",0.08
Colorado,08,2022,CO,"230,343","239,353","-9,010","5,781,381",-0.16
Connecticut,09,2005,CT,79448,86070,"-6,622","3,506,956",-0.19
Connecticut,09,2006,CT,79448,86070,"-6,622","3,517,460",-0.19
Connecticut,09,2007,CT,80620,101599,"-20,979","3,527,270",-0.59
Connecticut,09,2008,CT,82536,99363,"-16,827","3,545,579",-0.47
Connecticut,09,2009,CT,81546,94322,"-12,776","3,561,807",-0.36
Connecticut,09,2010,CT,79360,90259,"-10,899",3541146,-0.31
Connecticut,09,2011,CT,73607,93144,"-19,537",3548667,-0.55
Connecticut,09,2012,CT,87393,83539,"3,854",3555319,0.11
Connecticut,09,2013,CT,91112,92802,"-1,690",3562959,-0.05
Connecticut,09,2014,CT,86956,96031,"-9,075",3558915,-0.25
Connecticut,09,2015,CT,"80,561","103,747","-23,186","3,554,844",-0.65
Connecticut,09,2016,CT,"78,652","113,494","-34,842","3,541,758",-0.98
Connecticut,09,2017,CT,"87,105","100,271","-13,166","3,556,297",-0.37
Connecticut,09,2018,CT,"89,203","115,243","-26,040","3,538,203",-0.74
Connecticut,09,2019,CT,"94,324","105,469","-11,145","3,531,986",-0.32
Connecticut,09,2021,CT,"108,282","97,129","11,153","3,571,470",0.31
Connecticut,09,2022,CT,"146,029","89,455","56,574","3,588,965",1.58
DC ,11,2005,DC,37488,50181,"-12,693","567,136",-2.24
DC ,11,2006,DC,37488,50181,"-12,693","570,681",-2.22
DC ,11,2007,DC,47654,60777,"-13,123","574,404",-2.28
DC ,11,2008,DC,44699,58964,"-14,265","580,236",-2.46
DC ,11,2009,DC,38907,53165,"-14,258","592,228",-2.41
DC ,11,2010,DC,51244,56052,"-4,808",596747,-0.81
DC ,11,2011,DC,48066,49944,"-1,878",611608,-0.31
DC ,11,2012,DC,59513,53830,"5,683",624847,0.91
DC ,11,2013,DC,46633,57087,"-10,454",636535,-1.64
DC ,11,2014,DC,56273,59166,"-2,893",648586,-0.45
Delaware,10,2005,DE,35527,22787,"12,740","845,150",1.51
Delaware,10,2006,DE,35527,22787,"12,740","859,268",1.48
Delaware,10,2007,DE,40698,30348,"10,350","871,749",1.19
Delaware,10,2008,DE,42034,31543,"10,491","883,874",1.19
Delaware,10,2009,DE,35085,29135,"5,950","891,730",0.67
Delaware,10,2010,DE,31713,30055,"1,658",889812,0.19
Delaware,10,2011,DE,34920,26644,"8,276",897187,0.92
Delaware,10,2012,DE,25149,34813,"-9,664",906576,-1.07
Delaware,10,2013,DE,36790,24848,"11,942",914025,1.31
Delaware,10,2014,DE,32438,27179,"5,259",924770,0.57
Delaware,10,2015,DE,"44,731","30,881","13,850","935,813",1.48
Delaware,10,2016,DE,"34,066","29,001","5,065","942,073",0.54
Delaware,10,2017,DE,"38,792","35,954","2,838","952,449",0.30
Delaware,10,2018,DE,"34,636","33,395","1,241","958,770",0.13
Delaware,10,2019,DE,"38,014","28,507","9,507","964,817",0.99
Delaware,10,2021,DE,"42,870","36,691","6,179","994,669",0.62
Delaware,10,2022,DE,"46,312","33,794","12,518","1,008,173",1.24
District of Columbia ,11,2015,DC,"59,923","64,811","-4,888","663,006",-0.74
District of Columbia ,11,2016,DC,"58,505","59,972","-1,467","672,022",-0.22
District of Columbia ,11,2017,DC,"56,587","65,018","-8,431","684,810",-1.23
District of Columbia ,11,2018,DC,"47,738","60,363","-12,625","693,798",-1.82
District of Columbia ,11,2019,DC,"59,092","52,499","6,593","697,556",0.95
District of Columbia ,11,2021,DC,"58,314","62,725","-4,411","661,026",-0.67
District of Columbia ,11,2022,DC,"64,616","67,904","-3,288","660,942",-0.50
Florida,12,2005,FL,644033,450565,"193,468","17,842,038",1.08
Florida,12,2006,FL,644033,450565,"193,468","18,166,990",1.06
Florida,12,2007,FL,512359,538034,"-25,675","18,367,842",-0.14
Florida,12,2008,FL,505550,514421,"-8,871","18,527,305",-0.05
Florida,12,2009,FL,475871,451268,"24,603","18,652,644",0.13
Florida,12,2010,FL,495857,439115,"56,742",18647600,0.30
Florida,12,2011,FL,520208,443816,"76,392",18863948,0.40
Florida,12,2012,FL,432517,558786,"-126,269",19114620,-0.66
Florida,12,2013,FL,550651,430233,"120,418",19345059,0.62
Florida,12,2014,FL,574097,441815,"132,282",19683763,0.67
Florida,12,2015,FL,"612,974","450,835","162,139","20,068,392",0.81
Florida,12,2016,FL,"629,150","438,000","191,150","20,401,575",0.94
Florida,12,2017,FL,"595,014","449,920","145,094","20,772,371",0.70
Florida,12,2018,FL,"631,971","476,893","155,078","21,092,877",0.74
Florida,12,2019,FL,"616,268","467,301","148,967","21,269,409",0.70
Florida,12,2021,FL,"688,535","477,792","210,743","21,590,684",0.98
Florida,12,2022,FL,"751,148","498,698","252,450","22,043,900",1.15
Georgia,13,2005,GA,314226,226665,"87,561","8,925,922",0.98
Georgia,13,2006,GA,314226,226665,"87,561","9,155,813",0.96
Georgia,13,2007,GA,338487,261233,"77,254","9,349,988",0.83
Georgia,13,2008,GA,291054,257697,"33,357","9,504,843",0.35
Georgia,13,2009,GA,280221,252539,"27,682","9,620,846",0.29
Georgia,13,2010,GA,250469,245199,"5,270",9587237,0.05
Georgia,13,2011,GA,272712,249139,"23,573",9699859,0.24
Georgia,13,2012,GA,252494,279196,"-26,702",9796547,-0.27
Georgia,13,2013,GA,282735,270162,"12,573",9870319,0.13
Georgia,13,2014,GA,275410,245798,"29,612",9970167,0.30
Georgia,13,2015,GA,"285,827","250,431","35,396","10,088,525",0.35
Georgia,13,2016,GA,"307,666","259,148","48,518","10,179,860",0.48
Georgia,13,2017,GA,"282,234","255,330","26,904","10,299,497",0.26
Georgia,13,2018,GA,"275,655","231,510","44,145","10,410,462",0.42
Georgia,13,2019,GA,"286,447","254,144","32,303","10,499,808",0.31
Georgia,13,2021,GA,"304,317","238,771","65,546","10,688,429",0.61
Georgia,13,2022,GA,"328,249","254,917","73,332","10,791,161",0.68
Hawaii,15,2005,HI,49262,46751,"2,511","1,292,729",0.19
Hawaii,15,2006,HI,49262,46751,"2,511","1,309,731",0.19
Hawaii,15,2007,HI,52179,66468,"-14,289","1,315,675",-1.09
Hawaii,15,2008,HI,55700,56356,-656,"1,332,213",-0.05
Hawaii,15,2009,HI,53270,64417,"-11,147","1,346,717",-0.83
Hawaii,15,2010,HI,53581,49218,"4,363",1346274,0.32
Hawaii,15,2011,HI,57780,61940,"-4,160",1357806,-0.31
Hawaii,15,2012,HI,61619,55481,"6,138",1374852,0.45
Hawaii,15,2013,HI,58410,60461,"-2,051",1387361,-0.15
Hawaii,15,2014,HI,58406,60916,"-2,510",1401004,-0.18
Hawaii,15,2015,HI,"53,857","60,459","-6,602","1,414,355",-0.47
Hawaii,15,2016,HI,"57,229","64,182","-6,953","1,410,258",-0.49
Hawaii,15,2017,HI,"46,468","66,597","-20,129","1,410,750",-1.43
Hawaii,15,2018,HI,"54,142","67,505","-13,363","1,403,653",-0.95
Hawaii,15,2019,HI,"49,912","68,417","-18,505","1,396,819",-1.32
Hawaii,15,2021,HI,"71,626","59,236","12,390","1,426,298",0.87
Hawaii,15,2022,HI,"56,245","67,353","-11,108","1,425,611",-0.78
Idaho,16,2005,ID,68387,48527,"19,860","1,428,241",1.39
Idaho,16,2006,ID,68387,48527,"19,860","1,468,669",1.35
Idaho,16,2007,ID,66226,48830,"17,396","1,505,105",1.16
Idaho,16,2008,ID,64954,59116,"5,838","1,534,320",0.38
Idaho,16,2009,ID,57790,58805,"-1,015","1,554,439",-0.07
Idaho,16,2010,ID,55871,53122,"2,749",1550967,0.18
Idaho,16,2011,ID,60585,57844,"2,741",1559637,0.18
Idaho,16,2012,ID,55191,59419,"-4,228",1573036,-0.27
Idaho,16,2013,ID,61592,63788,"-2,196",1592596,-0.14
Idaho,16,2014,ID,64723,56887,"7,836",1613068,0.49
Idaho,16,2015,ID,"73,871","55,885","17,986","1,635,366",1.10
Idaho,16,2016,ID,"71,556","55,772","15,784","1,663,756",0.95
Idaho,16,2017,ID,"71,966","56,954","15,012","1,694,182",0.89
Idaho,16,2018,ID,"80,468","55,183","25,285","1,734,756",1.46
Idaho,16,2019,ID,"78,730","55,090","23,640","1,764,327",1.34
Idaho,16,2021,ID,"96,503","57,073","39,430","1,879,719",2.10
Idaho,16,2022,ID,"88,012","70,542","17,470","1,919,357",0.91
Illinois,17,2005,IL,210053,265668,"-55,615","12,609,903",-0.44
Illinois,17,2006,IL,210053,265668,"-55,615","12,643,955",-0.44
Illinois,17,2007,IL,233471,298703,"-65,232","12,695,866",-0.51
Illinois,17,2008,IL,224726,301750,"-77,024","12,747,038",-0.60
Illinois,17,2009,IL,206151,278162,"-72,011","12,796,778",-0.56
Illinois,17,2010,IL,206014,279221,"-73,207",12680126,-0.58
Illinois,17,2011,IL,218591,269632,"-51,041",12718402,-0.40
Illinois,17,2012,IL,278974,210804,"68,170",12725119,0.54
Illinois,17,2013,IL,224610,304761,"-80,151",12740816,-0.63
Illinois,17,2014,IL,210721,323579,"-112,858",12730206,-0.89
Illinois,17,2015,IL,"211,483","337,705","-126,222","12,706,393",-0.99
Illinois,17,2016,IL,"205,506","346,330","-140,824","12,654,142",-1.11
Illinois,17,2017,IL,"196,921","339,606","-142,685","12,659,328",-1.13
Illinois,17,2018,IL,"209,297","305,627","-96,330","12,599,244",-0.76
Illinois,17,2019,IL,"191,341","308,831","-117,490","12,536,539",-0.94
Illinois,17,2021,IL,"196,056","343,113","-147,057","12,544,435",-1.17
Illinois,17,2022,IL,"228,670","344,580","-115,910","12,455,441",-0.93
Indiana,18,2005,IN,129255,138133,"-8,878","6,278,616",-0.14
Indiana,18,2006,IN,129255,138133,"-8,878","6,332,669",-0.14
Indiana,18,2007,IN,150475,151112,-637,"6,379,599",-0.01
Indiana,18,2008,IN,161065,132599,"28,466","6,424,806",0.44
Indiana,18,2009,IN,132755,143979,"-11,224","6,459,325",-0.17
Indiana,18,2010,IN,127925,130279,"-2,354",6414862,-0.04
Indiana,18,2011,IN,128006,144012,"-16,006",6437155,-0.25
Indiana,18,2012,IN,144718,134273,"10,445",6457067,0.16
Indiana,18,2013,IN,133653,135517,"-1,864",6492306,-0.03
Indiana,18,2014,IN,139923,136869,"3,054",6516181,0.05
Indiana,18,2015,IN,"147,906","141,668","6,238","6,540,691",0.10
Indiana,18,2016,IN,"145,816","137,409","8,407","6,554,084",0.13
Indiana,18,2017,IN,"142,434","132,689","9,745","6,591,598",0.15
Indiana,18,2018,IN,"147,817","136,563","11,254","6,612,948",0.17
Indiana,18,2019,IN,"151,579","142,547","9,032","6,656,971",0.14
Indiana,18,2021,IN,"157,789","145,489","12,300","6,729,771",0.18
Indiana,18,2022,IN,"149,697","137,624","12,073","6,757,160",0.18
Iowa,19,2005,IA,80596,75104,"5,492","2,964,454",0.19
Iowa,19,2006,IA,80596,75104,"5,492","2,982,644",0.18
Iowa,19,2007,IA,82676,70571,"12,105","2,999,212",0.40
Iowa,19,2008,IA,79648,73294,"6,354","3,016,734",0.21
Iowa,19,2009,IA,74704,69870,"4,834","3,032,870",0.16
Iowa,19,2010,IA,72706,66922,"5,784",3013053,0.19
Iowa,19,2011,IA,70462,74516,"-4,054",3027718,-0.13
Iowa,19,2012,IA,73325,76546,"-3,221",3035469,-0.11
Iowa,19,2013,IA,75650,77470,"-1,820",3053635,-0.06
Iowa,19,2014,IA,79194,76960,"2,234",3067872,0.07
Iowa,19,2015,IA,"85,969","81,205","4,764","3,081,446",0.15
Iowa,19,2016,IA,"78,275","76,999","1,276","3,097,283",0.04
Iowa,19,2017,IA,"77,139","79,476","-2,337","3,106,880",-0.08
Iowa,19,2018,IA,"74,832","70,659","4,173","3,119,306",0.13
Iowa,19,2019,IA,"72,651","74,697","-2,046","3,121,385",-0.07
Iowa,19,2021,IA,"77,860","72,979","4,881","3,159,672",0.15
Iowa,19,2022,IA,"72,539","70,535","2,004","3,166,734",0.06
Kansas,20,2005,KS,79331,81566,"-2,235","2,745,299",-0.08
Kansas,20,2006,KS,79331,81566,"-2,235","2,762,931",-0.08
Kansas,20,2007,KS,86558,92441,"-5,883","2,783,785",-0.21
Kansas,20,2008,KS,100310,89761,"10,549","2,808,076",0.38
Kansas,20,2009,KS,102695,88943,"13,752","2,832,704",0.49
Kansas,20,2010,KS,95127,90793,"4,334",2820894,0.15
Kansas,20,2011,KS,84415,94218,"-9,803",2833584,-0.35
Kansas,20,2012,KS,93277,88366,"4,911",2848708,0.17
Kansas,20,2013,KS,90136,94653,"-4,517",2854869,-0.16
Kansas,20,2014,KS,96580,93047,"3,533",2866584,0.12
Kansas,20,2015,KS,"91,357","99,652","-8,295","2,875,640",-0.29
Kansas,20,2016,KS,"89,138","92,821","-3,683","2,870,529",-0.13
Kansas,20,2017,KS,"86,501","99,660","-13,159","2,876,925",-0.46
Kansas,20,2018,KS,"95,900","96,850",-950,"2,874,208",-0.03
Kansas,20,2019,KS,"95,344","88,983","6,361","2,879,518",0.22
Kansas,20,2021,KS,"102,509","86,141","16,368","2,900,594",0.56
Kansas,20,2022,KS,"94,988","84,558","10,430","2,906,619",0.36
Kentucky,21,2005,KY,100469,90893,"9,576","4,182,742",0.23
Kentucky,21,2006,KY,100469,90893,"9,576","4,219,239",0.23
Kentucky,21,2007,KY,123599,103817,"19,782","4,256,672",0.46
Kentucky,21,2008,KY,107735,91909,"15,826","4,289,878",0.37
Kentucky,21,2009,KY,122184,94414,"27,770","4,317,074",0.64
Kentucky,21,2010,KY,118622,93253,"25,369",4296639,0.59
Kentucky,21,2011,KY,110223,99256,"10,967",4316297,0.25
Kentucky,21,2012,KY,103041,112957,"-9,916",4328626,-0.23
Kentucky,21,2013,KY,104094,98713,"5,381",4345186,0.12
Kentucky,21,2014,KY,105059,98564,"6,495",4357819,0.15
